;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Enero de 2021;1;Andalucía;4;Almería;04084;Sierro;48;4;11;14;3;8;8;4;9;3;26;6
Enero de 2021;1;Andalucía;4;Almería;04085;Somontán;30;1;2;11;2;5;9;2;3;4;21;0
Enero de 2021;1;Andalucía;4;Almería;04086;Sorbas;234;12;54;44;7;69;48;39;17;24;131;23
Enero de 2021;1;Andalucía;4;Almería;04087;Sufló;19;1;4;6;0;3;5;0;5;2;12;0
Enero de 2021;1;Andalucía;4;Almería;04088;Tabernas;420;17;80;96;18;115;94;78;24;44;254;20
Enero de 2021;1;Andalucía;4;Almería;04089;Taberno;63;4;13;13;3;19;11;4;5;8;39;7
Enero de 2021;1;Andalucía;4;Almería;04090;Tahal;17;0;3;4;0;3;7;1;0;2;14;0
Enero de 2021;1;Andalucía;4;Almería;04091;Terque;29;3;5;4;2;5;10;0;2;2;18;7
Enero de 2021;1;Andalucía;4;Almería;04092;Tójola;267;13;42;63;16;63;70;30;29;25;155;28
Enero de 2021;1;Andalucía;4;Almería;04093;Turre;465;20;92;86;31;120;116;22;13;52;349;29
Enero de 2021;1;Andalucía;4;Almería;04094;Turrillas;14;0;6;3;0;4;1;2;0;2;10;0
Enero de 2021;1;Andalucía;4;Almería;04095;Uleila del Campo;55;2;11;17;2;8;15;9;6;6;32;2
Enero de 2021;1;Andalucía;4;Almería;04096;Urrócal;18;1;2;2;0;8;5;0;3;3;10;2
Enero de 2021;1;Andalucía;4;Almería;04097;Velefique;14;1;3;6;0;4;0;0;0;2;11;1
Enero de 2021;1;Andalucía;4;Almería;04098;Vélez-Blanco;117;5;22;27;5;29;29;12;8;10;78;9
Enero de 2021;1;Andalucía;4;Almería;04099;Vélez-Rubio;472;20;79;115;21;128;109;40;51;50;293;38
Enero de 2021;1;Andalucía;4;Almería;04100;Vera;1810;96;308;318;89;519;480;184;49;126;1305;146
Enero de 2021;1;Andalucía;4;Almería;04101;Viator;579;36;112;90;22;177;142;46;22;43;407;61
Enero de 2021;1;Andalucía;4;Almería;04102;Vócar;2369;121;526;468;102;702;450;537;64;242;1339;187
Enero de 2021;1;Andalucía;4;Almería;04103;Zurgena;194;16;25;47;11;59;36;20;4;26;128;16
Enero de 2021;1;Andalucía;4;Almería;04901;Tres Villas, Las;38;1;9;16;0;5;7;8;2;3;21;4
Enero de 2021;1;Andalucía;4;Almería;04902;Ejido, El;6526;243;1273;1266;245;1943;1556;1739;188;422;3668;509
Enero de 2021;1;Andalucía;4;Almería;04903;Mojonera, La;643;31;141;152;23;162;134;237;19;65;279;43
Enero de 2021;1;Andalucía;4;Almería;04904;Balanegra;188;4;29;47;13;52;43;38;3;17;116;14
Enero de 2021;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;932;48;137;156;71;277;243;99;44;72;671;46
Enero de 2021;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;421;26;95;112;44;87;57;115;13;58;199;36
Enero de 2021;1;Andalucía;11;Cádiz;11003;Algar;186;13;26;31;12;53;51;12;24;17;125;8
Enero de 2021;1;Andalucía;11;Cádiz;11004;Algeciras;17846;896;3178;3199;958;4932;4683;352;789;1564;12145;2996
Enero de 2021;1;Andalucía;11;Cádiz;11005;Algodonales;617;46;107;128;39;176;121;144;13;36;375;49
Enero de 2021;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;5499;241;859;1041;263;1524;1571;482;216;873;3543;385
Enero de 2021;1;Andalucía;11;Cádiz;11007;Barbate;4879;264;993;819;243;1344;1216;200;334;393;3496;456
Enero de 2021;1;Andalucía;11;Cádiz;11008;Barrios, Los;3155;155;511;499;164;926;900;68;235;304;2165;383
Enero de 2021;1;Andalucía;11;Cádiz;11009;Benaocaz;82;5;12;14;3;21;27;1;10;3;62;6
Enero de 2021;1;Andalucía;11;Cádiz;11010;Bornos;870;54;170;198;68;228;152;136;28;103;539;64
Enero de 2021;1;Andalucía;11;Cádiz;11011;Bosque, El;284;22;51;63;16;62;70;10;36;11;200;27
Enero de 2021;1;Andalucía;11;Cádiz;11012;Cádiz;15520;563;3153;3247;522;3910;4125;114;1105;1014;11451;1836
Enero de 2021;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;449;25;73;82;23;126;120;30;21;44;321;33
Enero de 2021;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;3356;155;684;631;158;992;736;114;76;307;2592;267
Enero de 2021;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;13421;628;2374;2433;595;3751;3640;179;821;1825;8666;1930
Enero de 2021;1;Andalucía;11;Cádiz;11016;Chipiona;3522;177;719;634;169;969;854;281;110;281;2577;273
Enero de 2021;1;Andalucía;11;Cádiz;11017;Espera;382;30;71;104;32;95;50;61;25;80;182;34
Enero de 2021;1;Andalucía;11;Cádiz;11018;Gastor, El;191;7;41;61;6;49;27;36;2;27;122;4
Enero de 2021;1;Andalucía;11;Cádiz;11019;Grazalema;320;15;54;63;17;65;106;9;13;21;265;12
Enero de 2021;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;33488;1493;5626;6355;1389;8372;10253;1284;1598;3355;22680;4571
Enero de 2021;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;949;41;144;179;44;261;280;111;41;96;609;92
Enero de 2021;1;Andalucía;11;Cádiz;11022;Lánea de la Concepcián, La;11472;604;2252;2247;623;2953;2793;122;817;1279;6952;2302
Enero de 2021;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;1895;83;284;377;53;552;546;192;106;213;1255;129
Enero de 2021;1;Andalucía;11;Cádiz;11024;Olvera;692;46;137;159;43;182;125;107;46;104;378;57
Enero de 2021;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;950;62;180;168;31;279;230;91;75;371;342;71
Enero de 2021;1;Andalucía;11;Cádiz;11026;Prado del Rey;990;46;162;225;34;230;293;54;194;74;596;72
Enero de 2021;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;12522;501;2271;2295;510;3298;3647;178;623;1069;8877;1775
Enero de 2021;1;Andalucía;11;Cádiz;11028;Puerto Real;6347;323;1197;1256;242;1699;1630;80;844;518;4011;894
Enero de 2021;1;Andalucía;11;Cádiz;11029;Puerto Serrano;560;48;122;134;54;133;69;186;20;66;254;34
Enero de 2021;1;Andalucía;11;Cádiz;11030;Rota;3841;166;749;651;156;1067;1052;55;483;240;2693;370
Enero de 2021;1;Andalucía;11;Cádiz;11031;San Fernando;13475;537;2399;2459;566;3618;3896;130;907;1035;9236;2167
Enero de 2021;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;10648;480;1954;1986;466;2855;2907;1189;520;1121;6424;1394
Enero de 2021;1;Andalucía;11;Cádiz;11033;San Roque;4464;245;851;772;209;1263;1124;67;250;678;2877;592
Enero de 2021;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;243;6;38;72;17;67;43;46;5;32;149;11
Enero de 2021;1;Andalucía;11;Cádiz;11035;Tarifa;2729;156;554;434;131;743;711;45;83;135;2258;208
Enero de 2021;1;Andalucía;11;Cádiz;11036;Torre Alhóquime;80;4;20;25;5;19;7;21;2;6;46;5
Enero de 2021;1;Andalucía;11;Cádiz;11037;Trebujena;723;58;163;161;41;196;104;113;19;54;451;86
Enero de 2021;1;Andalucía;11;Cádiz;11038;Ubrique;2689;116;377;586;106;597;907;39;1323;94;1100;133
Enero de 2021;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;2354;122;410;446;105;615;656;102;61;224;1786;181
Enero de 2021;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;42;4;5;9;2;11;11;0;4;1;36;1
Enero de 2021;1;Andalucía;11;Cádiz;11041;Villamartán;1898;142;371;427;146;455;357;281;72;244;1139;162
Enero de 2021;1;Andalucía;11;Cádiz;11042;Zahara;124;11;23;32;6;29;23;24;7;33;52;8
Enero de 2021;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;1129;78;153;193;60;272;373;188;31;159;664;87
Enero de 2021;1;Andalucía;11;Cádiz;11902;San José del Valle;613;36;104;124;40;167;142;91;23;77;378;44
Enero de 2021;1;Andalucía;11;Cádiz;11903;San Martín del Tesorillo;338;14;66;84;12;86;76;29;5;41;236;27
Enero de 2021;1;Andalucía;14;Córdoba;14001;Adamuz;249;12;39;61;15;79;43;82;10;28;113;16
Enero de 2021;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;928;49;164;220;73;284;138;161;61;83;536;87
Enero de 2021;1;Andalucía;14;Córdoba;14003;Alcaracejos;158;7;19;38;12;40;42;8;8;21;116;5
Enero de 2021;1;Andalucía;14;Córdoba;14004;Almedinilla;131;3;22;25;13;41;27;18;17;12;77;7
Enero de 2021;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;1026;45;176;242;54;284;225;200;32;93;633;68
Enero de 2021;1;Andalucía;14;Córdoba;14006;Aíora;151;7;19;27;9;42;47;16;13;41;69;12
Enero de 2021;1;Andalucía;14;Córdoba;14007;Baena;1374;42;192;253;111;455;321;254;94;112;797;117
Enero de 2021;1;Andalucía;14;Córdoba;14008;Belalcózar;427;32;59;81;20;106;129;29;27;36;305;30
Enero de 2021;1;Andalucía;14;Córdoba;14009;Belmez;451;18;80;88;24;127;114;29;22;104;264;32
Enero de 2021;1;Andalucía;14;Córdoba;14010;Benamejó;279;14;35;61;30;97;42;45;24;30;150;30
Enero de 2021;1;Andalucía;14;Córdoba;14011;Blózquez, Los;97;5;14;14;6;27;31;5;2;12;75;3
Enero de 2021;1;Andalucía;14;Córdoba;14012;Bujalance;458;29;53;88;49;147;92;155;21;40;178;64
Enero de 2021;1;Andalucía;14;Córdoba;14013;Cabra;1707;66;270;328;121;473;449;203;153;116;1044;191
Enero de 2021;1;Andalucía;14;Córdoba;14014;Caíete de las Torres;131;8;22;23;5;36;37;36;10;16;56;13
Enero de 2021;1;Andalucía;14;Córdoba;14015;Carcabuey;146;2;18;28;5;59;34;27;10;6;91;12
Enero de 2021;1;Andalucía;14;Córdoba;14016;Cardeía;130;11;18;30;6;27;38;22;7;16;80;5
Enero de 2021;1;Andalucía;14;Córdoba;14017;Carlota, La;1269;58;224;231;70;396;290;270;72;91;743;93
Enero de 2021;1;Andalucía;14;Córdoba;14018;Carpio, El;441;16;60;88;17;139;121;49;33;51;281;27
Enero de 2021;1;Andalucía;14;Córdoba;14019;Castro del Río;404;9;68;94;22;137;74;84;24;45;217;34
Enero de 2021;1;Andalucía;14;Córdoba;14020;Conquista;39;2;7;3;3;14;10;3;1;8;25;2
Enero de 2021;1;Andalucía;14;Córdoba;14021;Córdoba;41196;1859;7054;8213;1768;10352;11950;2139;3060;2810;28123;5064
Enero de 2021;1;Andalucía;14;Córdoba;14022;Doía Mencía;223;10;26;43;20;81;43;34;17;19;129;24
Enero de 2021;1;Andalucía;14;Córdoba;14023;Dos Torres;234;7;24;44;13;62;84;13;28;40;142;11
Enero de 2021;1;Andalucía;14;Córdoba;14024;Encinas Reales;196;10;32;42;13;58;41;19;18;31;109;19
Enero de 2021;1;Andalucía;14;Córdoba;14025;Espejo;98;3;14;23;9;33;16;13;2;14;60;9
Enero de 2021;1;Andalucía;14;Córdoba;14026;Espiel;286;10;44;52;18;60;102;39;23;62;140;22
Enero de 2021;1;Andalucía;14;Córdoba;14027;Fernán-Nóáez;812;32;178;188;51;236;127;106;38;96;493;79
Enero de 2021;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;56;3;9;11;1;12;20;1;1;19;35;0
Enero de 2021;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;743;40;97;155;29;176;246;75;44;67;501;56
Enero de 2021;1;Andalucía;14;Córdoba;14030;Fuente Palmera;649;33;106;155;44;200;111;183;58;86;272;50
Enero de 2021;1;Andalucía;14;Córdoba;14031;Fuente-Téjar;34;4;1;6;4;9;10;6;4;0;23;1
Enero de 2021;1;Andalucía;14;Córdoba;14032;Granjuela, La;74;3;8;15;4;11;33;6;0;34;33;1
Enero de 2021;1;Andalucía;14;Córdoba;14033;Guadalcózar;133;5;27;24;8;50;19;21;3;12;91;6
Enero de 2021;1;Andalucía;14;Córdoba;14034;Guijo, El;26;5;5;7;1;4;4;1;1;0;24;0
Enero de 2021;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;862;30;102;127;40;225;338;50;51;110;557;94
Enero de 2021;1;Andalucía;14;Córdoba;14036;Hornachuelos;337;12;59;74;20;111;61;78;9;105;137;8
Enero de 2021;1;Andalucía;14;Córdoba;14037;Iznójar;163;7;14;44;12;55;31;24;13;11;103;12
Enero de 2021;1;Andalucía;14;Córdoba;14038;Lucena;4896;238;656;816;331;1541;1314;489;930;256;2681;540
Enero de 2021;1;Andalucía;14;Córdoba;14039;Luque;174;7;23;39;17;43;45;33;10;8;106;17
Enero de 2021;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;144;7;26;23;17;50;21;41;13;8;68;14
Enero de 2021;1;Andalucía;14;Córdoba;14041;Montemayor;259;19;51;62;16;73;38;35;29;36;128;31
Enero de 2021;1;Andalucía;14;Córdoba;14042;Montilla;2071;81;298;360;79;582;671;225;304;124;1230;188
Enero de 2021;1;Andalucía;14;Córdoba;14043;Montoro;768;28;95;174;55;210;206;202;67;76;368;55
Enero de 2021;1;Andalucía;14;Córdoba;14044;Monturque;127;7;17;24;16;36;27;22;9;18;66;12
Enero de 2021;1;Andalucía;14;Córdoba;14045;Moriles;232;17;29;58;13;78;37;48;17;32;113;22
Enero de 2021;1;Andalucía;14;Córdoba;14046;Nueva Carteya;187;6;38;43;15;54;31;45;4;27;88;23
Enero de 2021;1;Andalucía;14;Córdoba;14047;Obejo;231;11;31;54;10;60;65;25;8;26;162;10
Enero de 2021;1;Andalucía;14;Córdoba;14048;Palenciana;87;2;13;21;14;24;13;12;5;5;56;9
Enero de 2021;1;Andalucía;14;Córdoba;14049;Palma del Río;1777;94;306;305;127;536;409;426;116;129;943;163
Enero de 2021;1;Andalucía;14;Córdoba;14050;Pedro Abad;256;11;42;45;16;73;69;41;8;30;160;17
Enero de 2021;1;Andalucía;14;Córdoba;14051;Pedroche;154;8;22;33;17;35;39;14;7;29;89;15
Enero de 2021;1;Andalucía;14;Córdoba;14052;Peíarroya-Pueblonuevo;1637;88;303;287;92;452;415;69;98;179;1099;192
Enero de 2021;1;Andalucía;14;Córdoba;14053;Posadas;682;30;109;139;40;187;177;135;37;59;398;53
Enero de 2021;1;Andalucía;14;Córdoba;14054;Pozoblanco;1703;82;227;277;117;460;540;188;149;198;967;201
Enero de 2021;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1854;54;278;313;110;543;556;202;260;115;1079;198
Enero de 2021;1;Andalucía;14;Córdoba;14056;Puente Genil;3461;210;556;574;239;1056;826;584;453;304;1693;427
Enero de 2021;1;Andalucía;14;Córdoba;14057;Rambla, La;502;15;89;94;25;179;100;93;95;27;241;46
Enero de 2021;1;Andalucía;14;Córdoba;14058;Rute;625;39;79;126;58;184;139;115;94;56;305;55
Enero de 2021;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;53;1;9;16;3;15;9;8;4;7;29;5
Enero de 2021;1;Andalucía;14;Córdoba;14060;Santaella;244;20;45;52;15;78;34;53;29;17;132;13
Enero de 2021;1;Andalucía;14;Córdoba;14061;Santa Eufemia;70;1;8;13;5;17;26;4;4;15;44;3
Enero de 2021;1;Andalucía;14;Córdoba;14062;Torrecampo;85;3;13;19;3;28;19;3;2;18;58;4
Enero de 2021;1;Andalucía;14;Córdoba;14063;Valenzuela;21;1;5;5;1;4;5;7;2;1;9;2
Enero de 2021;1;Andalucía;14;Córdoba;14064;Valsequillo;41;1;8;5;4;12;11;3;1;17;19;1
Enero de 2021;1;Andalucía;14;Córdoba;14065;Victoria, La;184;8;40;48;9;43;36;29;4;35;95;21
Enero de 2021;1;Andalucía;14;Córdoba;14066;Villa del Río;627;20;102;120;37;173;175;85;131;27;322;62
Enero de 2021;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;467;26;59;94;31;147;110;78;43;33;274;39
Enero de 2021;1;Andalucía;14;Córdoba;14068;Villaharta;84;4;10;23;4;22;21;11;0;0;71;2
Enero de 2021;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;627;29;97;150;34;163;154;130;41;53;353;50
Enero de 2021;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;130;11;14;31;5;29;40;16;2;36;73;3
Enero de 2021;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;127;8;11;24;6;34;44;15;7;18;75;12
Enero de 2021;1;Andalucía;14;Córdoba;14072;Villaralto;74;3;17;13;3;26;12;16;4;8;43;3
Enero de 2021;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;356;15;54;84;14;93;96;90;11;42;179;34
Enero de 2021;1;Andalucía;14;Córdoba;14074;Viso, El;205;15;24;40;16;60;50;26;9;8;148;14
Enero de 2021;1;Andalucía;14;Córdoba;14075;Zuheros;30;2;1;10;4;5;8;7;0;3;17;3
Enero de 2021;1;Andalucía;14;Córdoba;14901;Fuente Carreteros;79;2;17;19;8;17;16;26;7;9;31;6
Enero de 2021;1;Andalucía;14;Córdoba;14902;Guijarrosa, La;62;3;9;16;6;18;10;16;4;4;33;5
Enero de 2021;1;Andalucía;18;Granada;18001;Agrán;30;0;8;4;3;10;5;1;2;0;24;3
Enero de 2021;1;Andalucía;18;Granada;18002;Alamedilla;28;0;2;8;9;3;6;6;0;10;8;4
Enero de 2021;1;Andalucía;18;Granada;18003;Albolote;2073;98;355;366;89;576;589;119;134;184;1429;207
Enero de 2021;1;Andalucía;18;Granada;18004;Albondán;61;8;8;13;5;15;12;7;3;7;35;9
Enero de 2021;1;Andalucía;18;Granada;18005;Albuóán;33;4;3;10;2;6;8;4;3;6;16;4
Enero de 2021;1;Andalucía;18;Granada;18006;Albuíol;551;32;118;104;44;166;87;182;19;36;271;43
Enero de 2021;1;Andalucía;18;Granada;18007;Albuíuelas;47;0;7;12;2;16;10;5;3;14;24;1
Enero de 2021;1;Andalucía;18;Granada;18010;Aldeire;62;2;12;16;4;12;16;2;3;19;33;5
Enero de 2021;1;Andalucía;18;Granada;18011;Alfacar;663;38;121;139;36;171;158;29;59;85;417;73
Enero de 2021;1;Andalucía;18;Granada;18012;Algarinejo;82;8;9;22;7;26;10;34;2;8;32;6
